,tweet,class
2221,Do you have a nickname What is it Tator Tator tot Tightey whitey whitey Jr Taylor whitey pants agent ti,0
2222,Do you know where I grew up Skippy,0
2223,Do you really believe people evolved from apes Not really Im quiet convinced with the evolution of man but,0
2224,Does it bother anyone else that the planet of the apes timeline makes no sense,0
2225,Dominoes moonlit lake Velvet Underground honey whiskey white trash heaven I accept your ridicule but just tonight,0
2226,Dont believe APs ho hum tone latest poll is great news for Republicans Hot Air,0
2227,Dont dance Iggy Its trash just like your music,0
2228,Dont follow the astros they said Theyre trash they said Well now look at them astros,0
2229,Dont mind black people hate niggers,1
2230,Dont mind that Twinkies are gonna be gone very concerned about the rest of hostesses product line,0
2231,Dont really care if a fighters black white yellow or Dalmatian If he is good he is good,0
2232,Dont talk about Homecoming until you actually do it Otherwise anti NF people have a reason to mock the Party,0
2233,Done for the Yankees,0
2234,Dooms White nubuck or leather for the upper of the foam makes them a pass to me White soles too,0
2235,Double Stuff Oreos mane say,0
2236,Doug Martin trash,0
2237,Draft Drinking Game chug a beer everytime you see a black woman crying,0
2238,Drake T I 3 Stacks Kendrick Name a rapper that alot of people like but you think is trash,0
2239,Dreamed I was eating a brownie and started salivating and woke up almost coughing myself to death Today is a struggle,0
2240,Dress shirt saggy jeans backwards Yankee hat now thats lifting swag,0
2241,Drinking folie a deux wine and playing fall out bird hahaha,0
2242,Drita is that nicca Lmao,0
2243,Dude was talmbout I dont know why everyone hates Nickelback Because theyre trash thats why,0
2244,Dumb bitch,1
2245,Dumpster Gahbage Chicks that smoke are trash No in between No debate,0
2246,Dyke bitches kill me thinkin they really got hoes lol,1
2247,E250 5 4 motor and tranny I have a 2008 5 4 triton motor and Transmission with 5 200 miles that came off a E250,0
2248,EDA The 2 queers at AA lol,1
2249,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,1
2250,EXPOSED Jihadi kidnap and murder handbook and plan to infiltrate British Army and police via,0
2251,Eagles fuck around amp lose itll be kill the cracker at the Sophi crib smfh,1
2252,Early bird catches the worm,0
2253,Early bird catches the worm,0
2254,Early bird get the worm,0
2255,Early bird gets the worm but the second mouse gets the cheese RiseNGrind,0
2256,Early bird gets the worm right Hopefully I get a job soon after today,0
2257,Early bird gets the worm,0
2258,Early bird gets the worm,0
2259,Early bird gets the worm GoGetIt,0
2260,Early morning beer as a reward for waking up and taking the trash out,0
2261,Early worm gets the bird Bslfe GoodMorning,0
2262,Eating brownies and then going to the gym Idk,0
2263,Ebola sounds like a hood hoe,1
2264,Egypt R the muzzie Bros still running things Only a tad better Certainly no respectors of Dem though,0
2265,Eh bitch How about you worry about your own psychotic ass Looks like you need to be saved from being a noisy bitch cantStandUcunt,1
2266,Elizabeth is a stupid hoe,1
2267,Embrace it Love it Flip this group of mine runoff water colored turds off and make a pick,0
2268,Endless but they really trash so none Men how many positive s and possibles do yall have on fri thru sun night,0
2269,Enjoy 50 off DC tickets with our code and check us out at booth 640 Vegan brownies samples amp more,0
2270,Enjoying My bed Just perfect For me My Teddy bear and monkey It Singlelife bed teddybear,0
2271,Enjoying the eccentricity of s AmeriCarna Charlie Daniels appearances in two of the three episodes I have watched,0
2272,Epic mickey time Nahh Two and a half men while i shiver Tht sounds more like it,0
2273,Even Humming birds like the stuff,0
2274,Even liberals are humiliated by Charlie Rangels claim the GOP backs slavery Hot Air,0
2275,Even the birds think this waking up early thing is bunk,0
2276,Even though Lil Waynes music has turned into trash No Ceilings and I Am Not A Human Being will always be my favorites,0
2277,Every character on Thesimpsons is trash And theyre trash on purpose If you dont get that you dont get the joke,0
2278,Every gook in LosAngeles should be deported or killed,1
2279,Every slant in LosAngeles should be deported Those scum have no right to be here Chinatown should be bulldozed,1
2280,Every spic cop in LosAngeles has raped or has thought about raping a white woman Thats why those half breeds get jobs as pigs,1
2281,Every spic cop in LosAngeles is loyal to the LatinKings,1
2282,Every spic cop should be killed Those pigs only got their job to get even but white people never did anything to them,1
2283,Every time I play a Patapon game and hear the Ushishi Theme I think of a beatboxing monkey YO YO YO GET UPPA,0
2284,Everybody loves pot brownies but I bring crystal meth cupcakes to a party Suddenly Im the weirdo,0
2285,Everyone calls me b they be like oh wassup b and I be like wassup my niggah,1
2286,Everyone is talking about LeBron James or The Voice and Im just here eating cream filling out of Oreos,0
2287,Everyone tells me the exact same thing but I wont listen coon,1
2288,Everyone thinks that Im not the person on my id Like look at my moles I dont understand Like I colored my hair what a big difference,0
2289,Everywhere you look all you see is hillbilly deluxe Big timin in a small town smalltownproblems neversaiditwasabadthing brooksndunn,0
2290,Except I used to be super tan and now Im yellow pale lol,0
2291,Experience Charlie Married woman who loves hot phone sex with strangers Can you get me off 27,0
2292,FF has been consistently one of Marvels worst properties Ultimate FF was good but the entire Ultimate universe is now in the trash,0
2293,Facebook is for the birds Im over it,0
2294,Faggot ass bitch nigga,1
2295,Fairy Tale Hat free crochet pattern for child and adult at,0
2296,Fairy tale world lmao,0
2297,Fake tits A hoe Can u guess what I was Twitpic your halloween costumes,0
2298,Fantasy squad doing so trash,0
2299,Fat ass hoe holding up the machine,1
2300,Fat ass inbred rednecks like Paula Deen are breed that are going extinct I mean look at that woman I would hate to be her scale,1
2301,Fat fucking funky nasty ass hoes,1
2302,Faux Noise pundits dont like duck molester pro slavery racist homophobic teabagger darling Phil Robertson either,1
2303,Faux Noise pundits dont like duck molester pro slavery racist homophobic teabagger darling Phil Robertson either,1
2304,Female Jihadis European amp American GRAVE Dangers Joe For America via,0
2305,Feminist aka a bitch,1
2306,Figure all da ofay like to see my family pitcher,0
2307,Finally done wif mock regents,0
2308,Finally got an updated pic with angel wing colored,0
2309,Finally got my medicine and crackers,0
2310,Finding cheap 240s on Craigslist but they all need a new tranny,0
2311,Fine Ill settle for an Oreo milkshake,0
2312,Fine chicks lap dances always trash,0
2313,Finished Yankeeography and still hate the Arizona Dbacks for winning in 2001 Yankees shoulda had that,0
2314,First tbt best and drunkest Yankees game ever wheresColman everclear,0
2315,First jig of the night,0
2316,First key club trash pick up with the freshman tbt,0
2317,First thing I do when I hit the lotto is buying two fat bitches and watching her eat both in one sitting,1
2318,Fitzpatrick is trash bruh,0
2319,Flabby bird sounds Turrible Lol Ill just stick to watching paint dry,0
2320,Flaming faggots that publicly state how they want everything handed to them Like fuck you dude get off your bottom ass and do something,1
2321,Flappy bird instead of studying Sounds great flappybirdisruiningmylife,0
2322,Flappy bird is gonna be the death of me,0
2323,Flappy bird on bull,0
2324,Flappy bird stresses me out,0
2325,Flights from Liberia should just be rerouted to Ferguson 2 birds 1 stone,0
2326,Flipping back and forth between Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets,0
2327,Floppy bird chalmers over here taking after his hero LeBron,0
2328,Foles vs 9ers in San Fran or Eli vs redskins in DC,0
2329,Foley Abduction Linked to British Jihadi Kidnapping Ring via,0
2330,For all we know this nigga a rapist Yall hoes dumb melts,1
2331,For those wondering why DHS was buying up all the ammo now you know Once the Charlie Manson er race war starts its on POTUS,0
2332,Former TOWIE star Charlie King comes out Inspiring Congrats and welcome to the family,0
2333,Foto imapython bieg albino sea turtle i think u mean soul of the ocean,0
2334,Foto mimiblargh ok pls consider this kingdom birbs can u guess who is who and what birds they are,0
2335,Four hors to back up this iPhone haha Jokes,0
2336,Fredo was a bitch ass nigga How niggas fire over 20 shots at his pops but he didnt get off 1 cuz he dropped the gun smh,1
2337,Free bird,0
2338,Free birds Lol,0
2339,Free patterns Adorable crochet borders Butterfly ladybug flower bumblebee and hat edging trim,0
2340,Free wop,0
2341,Freezing my nips off out here,0
2342,French word for potato translates as earth apple Banana is long yellow tree apple Submarines are big wet hollow kaboom apple,0
2343,Fresh out the gym but yet Im bout to eat free birds,0
2344,Friend or foe nicca State ya biz,0
2345,Friendly advice to western reporters in Kobane dont advertise your location Jihadis are tracking u amp consider u a high prize target ISIS,0
2346,Friends dont let friends become guidos themoreyouknow,0
2347,From Jihadi streams Rutba Anbar Province Iraq,0
2348,From now on I will call all radical MUSLIMS niggers It is very fitting and it is racist I AM RACIST AGAINST ANYONE WHO HATES AMERICA,1
2349,From the ESPN Yankees game recap the sellout crowd braved 61 degree temperatures LOL What Thats not weather you struggle through,0
2350,From the archives s My Favorite Bond_age_ essay on THUNDERBALL The Story of a Shy Kid and 007,0
2351,Frozen peas and ibuprofen My new best friends cripple,0
2352,Frustration can be a bitch,0
2353,Fuck MLK Why does Lexii keep favoriting my coon tweets MLK didnt die for this,1
2354,Fuck Ur god until dat faggot strikes me down,1
2355,Fuck a lame nigga than you a lame bitch,1
2356,Fuck ass redskin corners,1
2357,Fuck boi fag,1
2358,Fuck her pussy fuck her mouth fuck her ass cause she nasty,1
2359,Fuck that hoe thats exactly what dese hoes doin Gettin fucked nd yall niggas the one to blame,1
2360,Fuck that niggas shit up Olivias pussy got Fitz going batshit,1
2361,Fuck that niggah he so weak he cant tell that you a freak,1
2362,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga yall some fake ass people,1
2363,Fuck you faggot Grow up Im gonna be an old ass man STILL playing video games,1
2364,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1
2365,Fuck you ghetto ass coons,1
2366,Fuckin faggots man science knows these FUCKS cant procreate without the help of breeders but we treat them fancy sin,1
2367,Fucking faggots arent from or live in DC Maryland or VA,1
2368,Fucking gook,1
